Match Number,Round Number,Date,Location,Home Team,Away Team,Result
223,5,2024-11-21T03:10:00Z,Footprint Center,Phoenix Suns,New York Knicks,122 - 138
224,5,2024-11-21T03:10:00Z,Chase Center,Golden State Warriors,Atlanta Hawks,120 - 97
225,5,2024-11-21T03:40:00Z,Intuit Dome,Los Angeles Clippers,Orlando Magic,104 - 93
226,5,2024-11-22T00:10:00Z,Spectrum Center,Charlotte Hornets,Detroit Pistons,123 - 121
227,5,2024-11-22T00:40:00Z,Scotiabank Arena,Toronto Raptors,Minnesota Timberwolves,110 - 105
228,5,2024-11-22T01:10:00Z,Frost Bank Center,San Antonio Spurs,Utah Jazz,126 - 118
229,5,2024-11-22T03:40:00Z,Crypto.com Arena,Los Angeles Lakers,Orlando Magic,118 - 119
230,5,2024-11-23T00:10:00Z,Wells Fargo Center,Philadelphia 76ers,Brooklyn Nets,
231,5,2024-11-23T00:10:00Z,Capital One Arena,Washington Wizards,Boston Celtics,
235,5,2024-11-23T00:40:00Z,Smoothie King Center,New Orleans Pelicans,Golden State Warriors,
232,5,2024-11-23T01:10:00Z,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,
233,5,2024-11-23T01:10:00Z,United Center,Chicago Bulls,Atlanta Hawks,
234,5,2024-11-23T01:10:00Z,Toyota Center,Houston Rockets,Portland Trail Blazers,
236,5,2024-11-23T03:10:00Z,Ball Arena,Denver Nuggets,Dallas Mavericks,
237,5,2024-11-23T03:40:00Z,Intuit Dome,Los Angeles Clippers,Sacramento Kings,
238,5,2024-11-23T22:10:00Z,Delta Center,Utah Jazz,New York Knicks,
239,5,2024-11-24T00:10:00Z,Kia Center,Orlando Magic,Detroit Pistons,
240,5,2024-11-24T01:10:00Z,United Center,Chicago Bulls,Memphis Grizzlies,
241,5,2024-11-24T01:10:00Z,Toyota Center,Houston Rockets,Portland Trail Blazers,
242,5,2024-11-24T01:10:00Z,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,
243,5,2024-11-24T01:40:00Z,Frost Bank Center,San Antonio Spurs,Golden State Warriors,
244,5,2024-11-24T03:40:00Z,Crypto.com Arena,Los Angeles Lakers,Denver Nuggets,
245,5,2024-11-24T20:40:00Z,TD Garden,Boston Celtics,Minnesota Timberwolves,
246,5,2024-11-24T22:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Washington Wizards,
247,5,2024-11-24T23:10:00Z,Kaseya Center,Miami Heat,Dallas Mavericks,
248,5,2024-11-24T23:10:00Z,Wells Fargo Center,Philadelphia 76ers,Los Angeles Clippers,
249,5,2024-11-25T00:40:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Toronto Raptors,
250,5,2024-11-25T02:10:00Z,Golden 1 Center,Sacramento Kings,Brooklyn Nets,
251,5,2024-11-26T00:10:00Z,Spectrum Center,Charlotte Hornets,Orlando Magic,
252,5,2024-11-26T00:10:00Z,Little Caesars Arena,Detroit Pistons,Toronto Raptors,
253,5,2024-11-26T00:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,New Orleans Pelicans,
254,5,2024-11-26T00:40:00Z,State Farm Arena,Atlanta Hawks,Dallas Mavericks,
255,5,2024-11-26T00:40:00Z,TD Garden,Boston Celtics,Los Angeles Clippers,
256,5,2024-11-26T01:10:00Z,FedExForum,Memphis Grizzlies,Portland Trail Blazers,
257,5,2024-11-26T02:10:00Z,Ball Arena,Denver Nuggets,New York Knicks,
258,5,2024-11-26T03:10:00Z,Chase Center,Golden State Warriors,Brooklyn Nets,
259,5,2024-11-26T03:10:00Z,Golden 1 Center,Sacramento Kings,Oklahoma City Thunder,
260,5,2024-11-27T00:10:00Z,Capital One Arena,Washington Wizards,Chicago Bulls,
261,5,2024-11-27T00:40:00Z,Kaseya Center,Miami Heat,Milwaukee Bucks,
262,5,2024-11-27T01:10:00Z,Target Center,Minnesota Timberwolves,Houston Rockets,
263,5,2024-11-27T02:10:00Z,Delta Center,Utah Jazz,San Antonio Spurs,
264,5,2024-11-27T03:10:00Z,Footprint Center,Phoenix Suns,Los Angeles Lakers,
265,6,2024-11-28T00:10:00Z,Spectrum Center,Charlotte Hornets,Miami Heat,
266,6,2024-11-28T00:10:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Atlanta Hawks,
267,6,2024-11-28T00:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Portland Trail Blazers,
268,6,2024-11-28T00:10:00Z,Kia Center,Orlando Magic,Chicago Bulls,
269,6,2024-11-28T00:10:00Z,Wells Fargo Center,Philadelphia 76ers,Houston Rockets,
270,6,2024-11-28T00:10:00Z,Capital One Arena,Washington Wizards,Los Angeles Clippers,
271,6,2024-11-28T00:40:00Z,American Airlines Center,Dallas Mavericks,New York Knicks,
272,6,2024-11-28T01:10:00Z,FedExForum,Memphis Grizzlies,Detroit Pistons,
273,6,2024-11-28T01:10:00Z,Target Center,Minnesota Timberwolves,Sacramento Kings,
274,6,2024-11-28T01:10:00Z,Smoothie King Center,New Orleans Pelicans,Toronto Raptors,
275,6,2024-11-28T01:40:00Z,Frost Bank Center,San Antonio Spurs,Los Angeles Lakers,
276,6,2024-11-28T02:10:00Z,Footprint Center,Phoenix Suns,Brooklyn Nets,
277,6,2024-11-28T02:10:00Z,Delta Center,Utah Jazz,Denver Nuggets,
278,6,2024-11-28T03:10:00Z,Chase Center,Golden State Warriors,Oklahoma City Thunder,
279,6,2024-11-29T17:10:00Z,Spectrum Center,Charlotte Hornets,New York Knicks,
280,6,2024-11-29T19:40:00Z,State Farm Arena,Atlanta Hawks,Cleveland Cavaliers,
281,6,2024-11-29T22:10:00Z,FedExForum,Memphis Grizzlies,New Orleans Pelicans,
282,6,2024-11-30T00:40:00Z,Barclays Center,Brooklyn Nets,Orlando Magic,
283,6,2024-11-30T00:40:00Z,Target Center,Minnesota Timberwolves,Los Angeles Clippers,
284,6,2024-11-30T01:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Detroit Pistons,
285,6,2024-11-30T01:10:00Z,Kaseya Center,Miami Heat,Toronto Raptors,
286,6,2024-11-30T01:10:00Z,United Center,Chicago Bulls,Boston Celtics,
287,6,2024-11-30T03:10:00Z,Crypto.com Arena,Los Angeles Lakers,Oklahoma City Thunder,
288,6,2024-11-30T03:10:00Z,Moda Center,Portland Trail Blazers,Sacramento Kings,
289,6,2024-11-30T23:10:00Z,Spectrum Center,Charlotte Hornets,Atlanta Hawks,
290,6,2024-12-01T00:10:00Z,Little Caesars Arena,Detroit Pistons,Philadelphia 76ers,
291,6,2024-12-01T01:10:00Z,Fiserv Forum,Milwaukee Bucks,Washington Wizards,
292,6,2024-12-01T02:10:00Z,Footprint Center,Phoenix Suns,Golden State Warriors,
293,6,2024-12-01T02:40:00Z,Delta Center,Utah Jazz,Dallas Mavericks,
294,6,2024-12-01T20:40:00Z,Barclays Center,Brooklyn Nets,Orlando Magic,
295,6,2024-12-01T20:40:00Z,FedExForum,Memphis Grizzlies,Indiana Pacers,
296,6,2024-12-01T23:10:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Boston Celtics,
297,6,2024-12-01T23:10:00Z,Madison Square Garden,New York Knicks,New Orleans Pelicans,
298,6,2024-12-01T23:10:00Z,Scotiabank Arena,Toronto Raptors,Miami Heat,
299,6,2024-12-02T00:10:00Z,Toyota Center,Houston Rockets,Oklahoma City Thunder,
300,6,2024-12-02T01:10:00Z,Delta Center,Utah Jazz,Los Angeles Lakers,
301,6,2024-12-02T02:10:00Z,Moda Center,Portland Trail Blazers,Dallas Mavericks,
302,6,2024-12-02T02:10:00Z,Golden 1 Center,Sacramento Kings,San Antonio Spurs,
303,6,2024-12-02T03:10:00Z,Intuit Dome,Los Angeles Clippers,Denver Nuggets,
304,6,2024-12-03T00:40:00Z,State Farm Arena,Atlanta Hawks,New Orleans Pelicans,
305,6,2024-12-03T00:40:00Z,TD Garden,Boston Celtics,Miami Heat,
306,6,2024-12-03T01:10:00Z,United Center,Chicago Bulls,Brooklyn Nets,
307,6,2024-12-03T01:10:00Z,Target Center,Minnesota Timberwolves,Los Angeles Lakers,
308,6,2024-12-04T00:10:00Z,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,
309,6,2024-12-04T00:10:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Washington Wizards,
310,6,2024-12-04T00:10:00Z,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,
311,6,2024-12-04T00:40:00Z,Madison Square Garden,New York Knicks,Orlando Magic,
312,6,2024-12-04T00:40:00Z,Scotiabank Arena,Toronto Raptors,Indiana Pacers,
314,6,2024-12-04T00:40:00Z,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,
313,6,2024-12-04T01:10:00Z,Paycom Center,Oklahoma City Thunder,Utah Jazz,
315,6,2024-12-04T02:10:00Z,Footprint Center,Phoenix Suns,San Antonio Spurs,
316,6,2024-12-04T03:10:00Z,Ball Arena,Denver Nuggets,Golden State Warriors,
317,6,2024-12-04T03:10:00Z,Golden 1 Center,Sacramento Kings,Houston Rockets,
318,6,2024-12-04T03:40:00Z,Intuit Dome,Los Angeles Clippers,Portland Trail Blazers,
319,7,2024-12-05T00:40:00Z,TD Garden,Boston Celtics,Detroit Pistons,
320,7,2024-12-05T00:40:00Z,Barclays Center,Brooklyn Nets,Indiana Pacers,
321,7,2024-12-05T00:40:00Z,Kaseya Center,Miami Heat,Los Angeles Lakers,
322,7,2024-12-05T00:40:00Z,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,
323,7,2024-12-05T01:10:00Z,Fiserv Forum,Milwaukee Bucks,Atlanta Hawks,
324,7,2024-12-05T03:40:00Z,Intuit Dome,Los Angeles Clippers,Minnesota Timberwolves,
325,7,2024-12-06T00:10:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Denver Nuggets,
326,7,2024-12-06T00:10:00Z,Capital One Arena,Washington Wizards,Dallas Mavericks,
327,7,2024-12-06T00:40:00Z,Madison Square Garden,New York Knicks,Charlotte Hornets,
328,7,2024-12-06T00:40:00Z,Scotiabank Arena,Toronto Raptors,Oklahoma City Thunder,
329,7,2024-12-06T01:10:00Z,FedExForum,Memphis Grizzlies,Sacramento Kings,
330,7,2024-12-06T01:10:00Z,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,
331,7,2024-12-06T01:10:00Z,Frost Bank Center,San Antonio Spurs,Chicago Bulls,
332,7,2024-12-06T03:10:00Z,Chase Center,Golden State Warriors,Houston Rockets,
333,7,2024-12-07T00:10:00Z,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,
334,7,2024-12-07T00:40:00Z,State Farm Arena,Atlanta Hawks,Los Angeles Lakers,
335,7,2024-12-07T00:40:00Z,TD Garden,Boston Celtics,Milwaukee Bucks,
336,7,2024-12-07T01:10:00Z,United Center,Chicago Bulls,Indiana Pacers,
337,7,2024-12-07T01:10:00Z,Frost Bank Center,San Antonio Spurs,Sacramento Kings,
338,7,2024-12-07T03:10:00Z,Chase Center,Golden State Warriors,Minnesota Timberwolves,
339,7,2024-12-07T03:10:00Z,Moda Center,Portland Trail Blazers,Utah Jazz,
340,7,2024-12-07T18:10:00Z,Spectrum Center,Charlotte Hornets,Cleveland Cavaliers,
341,7,2024-12-08T00:10:00Z,Capital One Arena,Washington Wizards,Denver Nuggets,
342,7,2024-12-08T00:10:00Z,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,
343,7,2024-12-08T00:40:00Z,Madison Square Garden,New York Knicks,Detroit Pistons,
344,7,2024-12-08T00:40:00Z,Scotiabank Arena,Toronto Raptors,Dallas Mavericks,
345,7,2024-12-08T01:10:00Z,TD Garden,Boston Celtics,Memphis Grizzlies,
346,7,2024-12-08T01:10:00Z,Kaseya Center,Miami Heat,Phoenix Suns,
347,7,2024-12-08T18:10:00Z,United Center,Chicago Bulls,Philadelphia 76ers,
348,7,2024-12-08T20:40:00Z,Barclays Center,Brooklyn Nets,Milwaukee Bucks,
349,7,2024-12-08T22:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Charlotte Hornets,
350,7,2024-12-08T23:10:00Z,State Farm Arena,Atlanta Hawks,Denver Nuggets,
351,7,2024-12-08T23:10:00Z,Kaseya Center,Miami Heat,Cleveland Cavaliers,
352,7,2024-12-08T23:40:00Z,Kia Center,Orlando Magic,Phoenix Suns,
353,7,2024-12-09T00:10:00Z,Capital One Arena,Washington Wizards,Memphis Grizzlies,
354,7,2024-12-09T00:10:00Z,Frost Bank Center,San Antonio Spurs,New Orleans Pelicans,
355,7,2024-12-09T01:40:00Z,Chase Center,Golden State Warriors,Minnesota Timberwolves,
356,7,2024-12-09T02:10:00Z,Intuit Dome,Los Angeles Clippers,Houston Rockets,
357,7,2024-12-09T02:10:00Z,Golden 1 Center,Sacramento Kings,Utah Jazz,
358,7,2024-12-09T02:40:00Z,Crypto.com Arena,Los Angeles Lakers,Portland Trail Blazers,
359,7,2024-12-10T00:40:00Z,Scotiabank Arena,Toronto Raptors,New York Knicks,
360,8,2024-12-20T00:10:00Z,Little Caesars Arena,Detroit Pistons,Utah Jazz,
361,8,2024-12-20T00:10:00Z,Kia Center,Orlando Magic,Oklahoma City Thunder,
362,8,2024-12-20T00:10:00Z,Capital One Arena,Washington Wizards,Charlotte Hornets,
363,8,2024-12-20T00:40:00Z,TD Garden,Boston Celtics,Chicago Bulls,
364,8,2024-12-20T00:40:00Z,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,
365,8,2024-12-20T01:10:00Z,Toyota Center,Houston Rockets,New Orleans Pelicans,
366,8,2024-12-20T01:10:00Z,FedExForum,Memphis Grizzlies,Golden State Warriors,
370,8,2024-12-20T01:10:00Z,Frost Bank Center,San Antonio Spurs,Atlanta Hawks,
368,8,2024-12-20T01:40:00Z,American Airlines Center,Dallas Mavericks,Los Angeles Clippers,
369,8,2024-12-20T02:10:00Z,Footprint Center,Phoenix Suns,Indiana Pacers,
367,8,2024-12-20T02:40:00Z,Target Center,Minnesota Timberwolves,New York Knicks,
371,8,2024-12-20T03:10:00Z,Moda Center,Portland Trail Blazers,Denver Nuggets,
372,8,2024-12-20T03:10:00Z,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,
373,8,2024-12-21T00:10:00Z,Wells Fargo Center,Philadelphia 76ers,Charlotte Hornets,
374,8,2024-12-21T00:40:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Milwaukee Bucks,
375,8,2024-12-21T01:10:00Z,Kaseya Center,Miami Heat,Oklahoma City Thunder,
376,8,2024-12-21T23:10:00Z,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,
377,8,2024-12-22T00:10:00Z,Kia Center,Orlando Magic,Miami Heat,
378,8,2024-12-22T00:40:00Z,State Farm Arena,Atlanta Hawks,Memphis Grizzlies,
379,8,2024-12-22T00:40:00Z,Barclays Center,Brooklyn Nets,Utah Jazz,
380,8,2024-12-22T01:10:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Philadelphia 76ers,
381,8,2024-12-22T01:10:00Z,United Center,Chicago Bulls,Boston Celtics,
382,8,2024-12-22T01:10:00Z,Fiserv Forum,Milwaukee Bucks,Washington Wizards,
383,8,2024-12-22T01:10:00Z,Target Center,Minnesota Timberwolves,Golden State Warriors,
384,8,2024-12-22T01:10:00Z,Smoothie King Center,New Orleans Pelicans,New York Knicks,
385,8,2024-12-22T01:40:00Z,American Airlines Center,Dallas Mavericks,Los Angeles Clippers,
386,8,2024-12-22T01:40:00Z,Frost Bank Center,San Antonio Spurs,Portland Trail Blazers,
387,8,2024-12-22T02:10:00Z,Footprint Center,Phoenix Suns,Detroit Pistons,
388,8,2024-12-22T23:10:00Z,Scotiabank Arena,Toronto Raptors,Houston Rockets,
389,8,2024-12-22T23:10:00Z,Golden 1 Center,Sacramento Kings,Indiana Pacers,
390,8,2024-12-23T00:10:00Z,Smoothie King Center,New Orleans Pelicans,Denver Nuggets,
391,8,2024-12-24T00:10:00Z,Spectrum Center,Charlotte Hornets,Houston Rockets,
392,8,2024-12-24T00:10:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Utah Jazz,
393,8,2024-12-24T00:10:00Z,Kia Center,Orlando Magic,Boston Celtics,
394,8,2024-12-24T00:10:00Z,Wells Fargo Center,Philadelphia 76ers,San Antonio Spurs,
395,8,2024-12-24T00:40:00Z,State Farm Arena,Atlanta Hawks,Minnesota Timberwolves,
396,8,2024-12-24T00:40:00Z,Kaseya Center,Miami Heat,Brooklyn Nets,
397,8,2024-12-24T00:40:00Z,Madison Square Garden,New York Knicks,Toronto Raptors,
398,8,2024-12-24T01:10:00Z,United Center,Chicago Bulls,Milwaukee Bucks,
399,8,2024-12-24T01:10:00Z,FedExForum,Memphis Grizzlies,Los Angeles Clippers,
400,8,2024-12-24T01:10:00Z,Paycom Center,Oklahoma City Thunder,Washington Wizards,
401,8,2024-12-24T01:40:00Z,American Airlines Center,Dallas Mavericks,Portland Trail Blazers,
402,8,2024-12-24T03:10:00Z,Ball Arena,Denver Nuggets,Phoenix Suns,
403,8,2024-12-24T03:10:00Z,Chase Center,Golden State Warriors,Indiana Pacers,
404,8,2024-12-24T03:40:00Z,Crypto.com Arena,Los Angeles Lakers,Detroit Pistons,
405,9,2024-12-25T17:10:00Z,Madison Square Garden,New York Knicks,San Antonio Spurs,
406,9,2024-12-25T19:40:00Z,American Airlines Center,Dallas Mavericks,Minnesota Timberwolves,
407,9,2024-12-25T22:10:00Z,TD Garden,Boston Celtics,Philadelphia 76ers,
408,9,2024-12-26T01:10:00Z,Chase Center,Golden State Warriors,Los Angeles Lakers,
409,9,2024-12-26T03:40:00Z,Footprint Center,Phoenix Suns,Denver Nuggets,
410,9,2024-12-27T00:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Oklahoma City Thunder,
411,9,2024-12-27T00:10:00Z,Kia Center,Orlando Magic,Miami Heat,
412,9,2024-12-27T00:10:00Z,Capital One Arena,Washington Wizards,Charlotte Hornets,
413,9,2024-12-27T00:40:00Z,State Farm Arena,Atlanta Hawks,Chicago Bulls,
414,9,2024-12-27T01:10:00Z,FedExForum,Memphis Grizzlies,Toronto Raptors,
415,9,2024-12-27T01:10:00Z,Fiserv Forum,Milwaukee Bucks,Brooklyn Nets,
416,9,2024-12-27T01:10:00Z,Smoothie King Center,New Orleans Pelicans,Houston Rockets,
417,9,2024-12-27T03:10:00Z,Moda Center,Portland Trail Blazers,Utah Jazz,
418,9,2024-12-27T03:10:00Z,Golden 1 Center,Sacramento Kings,Detroit Pistons,
419,9,2024-12-28T00:10:00Z,Kia Center,Orlando Magic,New York Knicks,
420,9,2024-12-28T00:40:00Z,TD Garden,Boston Celtics,Indiana Pacers,
421,9,2024-12-28T00:40:00Z,Barclays Center,Brooklyn Nets,San Antonio Spurs,
422,9,2024-12-28T01:10:00Z,Toyota Center,Houston Rockets,Minnesota Timberwolves,
423,9,2024-12-28T01:10:00Z,Smoothie King Center,New Orleans Pelicans,Memphis Grizzlies,
424,9,2024-12-28T02:10:00Z,Ball Arena,Denver Nuggets,Cleveland Cavaliers,
425,9,2024-12-28T02:10:00Z,Footprint Center,Phoenix Suns,Dallas Mavericks,
426,9,2024-12-28T03:10:00Z,Intuit Dome,Los Angeles Clippers,Golden State Warriors,
427,9,2024-12-28T20:10:00Z,State Farm Arena,Atlanta Hawks,Miami Heat,
428,9,2024-12-28T23:10:00Z,Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,
429,9,2024-12-29T00:10:00Z,Capital One Arena,Washington Wizards,New York Knicks,
430,9,2024-12-29T01:10:00Z,United Center,Chicago Bulls,Milwaukee Bucks,
431,9,2024-12-29T01:40:00Z,Chase Center,Golden State Warriors,Phoenix Suns,
432,9,2024-12-29T02:10:00Z,Ball Arena,Denver Nuggets,Detroit Pistons,
433,9,2024-12-29T02:40:00Z,Delta Center,Utah Jazz,Philadelphia 76ers,
434,9,2024-12-29T03:10:00Z,Moda Center,Portland Trail Blazers,Dallas Mavericks,
435,9,2024-12-29T03:40:00Z,Crypto.com Arena,Los Angeles Lakers,Sacramento Kings,
436,9,2024-12-29T20:40:00Z,Kia Center,Orlando Magic,Brooklyn Nets,
437,9,2024-12-29T23:10:00Z,TD Garden,Boston Celtics,Indiana Pacers,
438,9,2024-12-29T23:10:00Z,Scotiabank Arena,Toronto Raptors,Atlanta Hawks,
439,9,2024-12-30T00:10:00Z,Toyota Center,Houston Rockets,Miami Heat,
440,9,2024-12-30T00:10:00Z,Paycom Center,Oklahoma City Thunder,Memphis Grizzlies,
441,9,2024-12-30T01:10:00Z,Target Center,Minnesota Timberwolves,San Antonio Spurs,
442,9,2024-12-31T00:10:00Z,Spectrum Center,Charlotte Hornets,Chicago Bulls,
443,9,2024-12-31T00:10:00Z,Capital One Arena,Washington Wizards,New York Knicks,
444,9,2024-12-31T01:10:00Z,Smoothie King Center,New Orleans Pelicans,Los Angeles Clippers,
445,9,2024-12-31T02:10:00Z,Delta Center,Utah Jazz,Denver Nuggets,
446,9,2024-12-31T03:10:00Z,Chase Center,Golden State Warriors,Cleveland Cavaliers,
447,9,2024-12-31T03:10:00Z,Moda Center,Portland Trail Blazers,Philadelphia 76ers,
448,9,2024-12-31T03:10:00Z,Golden 1 Center,Sacramento Kings,Dallas Mavericks,
449,9,2024-12-31T20:10:00Z,TD Garden,Boston Celtics,Toronto Raptors,
450,9,2024-12-31T20:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Milwaukee Bucks,
451,9,2025-01-01T00:10:00Z,Frost Bank Center,San Antonio Spurs,Los Angeles Clippers,
452,9,2025-01-01T01:10:00Z,Paycom Center,Oklahoma City Thunder,Minnesota Timberwolves,
453,9,2025-01-01T02:10:00Z,Footprint Center,Phoenix Suns,Memphis Grizzlies,
454,9,2025-01-01T02:10:00Z,Crypto.com Arena,Los Angeles Lakers,Cleveland Cavaliers,
455,10,2025-01-02T00:10:00Z,Little Caesars Arena,Detroit Pistons,Orlando Magic,
456,10,2025-01-02T00:10:00Z,Capital One Arena,Washington Wizards,Chicago Bulls,
457,10,2025-01-02T00:40:00Z,Kaseya Center,Miami Heat,New Orleans Pelicans,
458,10,2025-01-02T00:40:00Z,Madison Square Garden,New York Knicks,Utah Jazz,
459,10,2025-01-02T00:40:00Z,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,
460,10,2025-01-02T01:10:00Z,Toyota Center,Houston Rockets,Dallas Mavericks,
461,10,2025-01-02T02:10:00Z,Ball Arena,Denver Nuggets,Atlanta Hawks,
462,10,2025-01-02T03:10:00Z,Golden 1 Center,Sacramento Kings,Philadelphia 76ers,
463,10,2025-01-03T00:40:00Z,Kaseya Center,Miami Heat,Indiana Pacers,
464,10,2025-01-03T00:40:00Z,Target Center,Minnesota Timberwolves,Boston Celtics,
465,10,2025-01-03T01:10:00Z,Fiserv Forum,Milwaukee Bucks,Brooklyn Nets,
466,10,2025-01-03T01:10:00Z,Paycom Center,Oklahoma City Thunder,Los Angeles Clippers,
467,10,2025-01-03T03:10:00Z,Chase Center,Golden State Warriors,Philadelphia 76ers,
468,10,2025-01-03T03:40:00Z,Crypto.com Arena,Los Angeles Lakers,Portland Trail Blazers,
469,10,2025-01-04T00:10:00Z,Little Caesars Arena,Detroit Pistons,Charlotte Hornets,
