Match Number,Round Number,Date,Location,Home Team,Away Team,Result
958,19,2025-03-14T23:10:00Z,Kaseya Center,Miami Heat,Boston Celtics,
959,19,2025-03-14T23:10:00Z,Wells Fargo Center,Philadelphia 76ers,Indiana Pacers,
960,19,2025-03-14T23:40:00Z,State Farm Arena,Atlanta Hawks,Los Angeles Clippers,
961,19,2025-03-15T00:10:00Z,Toyota Center,Houston Rockets,Dallas Mavericks,
962,19,2025-03-15T00:10:00Z,FedExForum,Memphis Grizzlies,Cleveland Cavaliers,
963,19,2025-03-15T00:10:00Z,Target Center,Minnesota Timberwolves,Orlando Magic,
964,19,2025-03-15T00:10:00Z,Frost Bank Center,San Antonio Spurs,Charlotte Hornets,
965,19,2025-03-15T01:40:00Z,Ball Arena,Denver Nuggets,Los Angeles Lakers,
966,19,2025-03-15T01:40:00Z,Delta Center,Utah Jazz,Toronto Raptors,
967,19,2025-03-15T02:10:00Z,Footprint Center,Phoenix Suns,Sacramento Kings,
968,19,2025-03-15T22:10:00Z,Barclays Center,Brooklyn Nets,Boston Celtics,
969,19,2025-03-15T23:10:00Z,Little Caesars Arena,Detroit Pistons,Oklahoma City Thunder,
970,19,2025-03-16T00:10:00Z,Toyota Center,Houston Rockets,Chicago Bulls,
971,19,2025-03-16T00:10:00Z,FedExForum,Memphis Grizzlies,Miami Heat,
972,19,2025-03-16T00:10:00Z,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,
973,19,2025-03-16T00:40:00Z,Frost Bank Center,San Antonio Spurs,New Orleans Pelicans,
974,19,2025-03-16T00:40:00Z,Chase Center,Golden State Warriors,New York Knicks,
975,19,2025-03-16T01:10:00Z,Ball Arena,Denver Nuggets,Washington Wizards,
976,19,2025-03-16T17:10:00Z,American Airlines Center,Dallas Mavericks,Philadelphia 76ers,
977,19,2025-03-16T19:40:00Z,Crypto.com Arena,Los Angeles Lakers,Phoenix Suns,
978,19,2025-03-16T22:10:00Z,Barclays Center,Brooklyn Nets,Atlanta Hawks,
979,19,2025-03-16T22:10:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Orlando Magic,
980,19,2025-03-16T22:10:00Z,Moda Center,Portland Trail Blazers,Toronto Raptors,
981,19,2025-03-16T23:10:00Z,Target Center,Minnesota Timberwolves,Utah Jazz,
982,19,2025-03-17T01:10:00Z,Fiserv Forum,Milwaukee Bucks,Oklahoma City Thunder,
983,19,2025-03-17T02:10:00Z,Intuit Dome,Los Angeles Clippers,Washington Wizards,
984,19,2025-03-17T23:40:00Z,Madison Square Garden,New York Knicks,Miami Heat,
985,19,2025-03-18T00:10:00Z,Toyota Center,Houston Rockets,Philadelphia 76ers,
986,19,2025-03-18T00:10:00Z,Target Center,Minnesota Timberwolves,Indiana Pacers,
987,19,2025-03-18T00:10:00Z,Smoothie King Center,New Orleans Pelicans,Detroit Pistons,
988,19,2025-03-18T00:10:00Z,Frost Bank Center,San Antonio Spurs,Orlando Magic,
989,19,2025-03-18T01:10:00Z,Delta Center,Utah Jazz,Chicago Bulls,
990,19,2025-03-18T02:10:00Z,Chase Center,Golden State Warriors,Denver Nuggets,
991,19,2025-03-18T02:10:00Z,Footprint Center,Phoenix Suns,Toronto Raptors,
992,19,2025-03-18T02:10:00Z,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,
993,19,2025-03-18T23:10:00Z,Spectrum Center,Charlotte Hornets,Atlanta Hawks,
994,19,2025-03-18T23:40:00Z,TD Garden,Boston Celtics,Brooklyn Nets,
995,19,2025-03-19T02:10:00Z,Moda Center,Portland Trail Blazers,Washington Wizards,
996,19,2025-03-19T02:40:00Z,Crypto.com Arena,Los Angeles Lakers,Milwaukee Bucks,
997,19,2025-03-19T02:40:00Z,Intuit Dome,Los Angeles Clippers,Cleveland Cavaliers,
998,20,2025-03-19T23:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Dallas Mavericks,
999,20,2025-03-19T23:10:00Z,Kia Center,Orlando Magic,Houston Rockets,
1000,20,2025-03-19T23:40:00Z,Kaseya Center,Miami Heat,Detroit Pistons,
1001,20,2025-03-19T23:40:00Z,Target Center,Minnesota Timberwolves,New Orleans Pelicans,
1002,20,2025-03-20T00:10:00Z,Paycom Center,Oklahoma City Thunder,Philadelphia 76ers,
1003,20,2025-03-20T00:10:00Z,Frost Bank Center,San Antonio Spurs,New York Knicks,
1004,20,2025-03-20T01:10:00Z,Delta Center,Utah Jazz,Los Angeles Clippers,
1005,20,2025-03-20T02:10:00Z,Chase Center,Golden State Warriors,Toronto Raptors,
1006,20,2025-03-20T02:10:00Z,Crypto.com Arena,Los Angeles Lakers,Denver Nuggets,
1007,20,2025-03-20T02:10:00Z,Footprint Center,Phoenix Suns,Chicago Bulls,
1008,20,2025-03-20T02:10:00Z,Moda Center,Portland Trail Blazers,Memphis Grizzlies,
1009,20,2025-03-20T02:10:00Z,Golden 1 Center,Sacramento Kings,Cleveland Cavaliers,
1010,20,2025-03-20T23:10:00Z,Spectrum Center,Charlotte Hornets,New York Knicks,
1011,20,2025-03-20T23:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Brooklyn Nets,
1012,20,2025-03-21T02:10:00Z,Chase Center,Golden State Warriors,Milwaukee Bucks,
1013,20,2025-03-21T02:10:00Z,Golden 1 Center,Sacramento Kings,Chicago Bulls,
1014,20,2025-03-21T23:10:00Z,Capital One Arena,Washington Wizards,Orlando Magic,
1015,20,2025-03-22T00:10:00Z,Kaseya Center,Miami Heat,Houston Rockets,
1016,20,2025-03-22T00:10:00Z,Target Center,Minnesota Timberwolves,New Orleans Pelicans,
1017,20,2025-03-22T00:10:00Z,Paycom Center,Oklahoma City Thunder,Charlotte Hornets,
1018,20,2025-03-22T00:10:00Z,Frost Bank Center,San Antonio Spurs,Philadelphia 76ers,
1019,20,2025-03-22T00:40:00Z,American Airlines Center,Dallas Mavericks,Detroit Pistons,
1020,20,2025-03-22T01:40:00Z,Delta Center,Utah Jazz,Boston Celtics,
1021,20,2025-03-22T02:10:00Z,Footprint Center,Phoenix Suns,Cleveland Cavaliers,
1022,20,2025-03-22T02:10:00Z,Moda Center,Portland Trail Blazers,Denver Nuggets,
1023,20,2025-03-22T02:40:00Z,Intuit Dome,Los Angeles Clippers,Memphis Grizzlies,
1024,20,2025-03-22T21:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Brooklyn Nets,
1025,20,2025-03-22T23:10:00Z,State Farm Arena,Atlanta Hawks,Golden State Warriors,
1026,20,2025-03-23T00:10:00Z,Madison Square Garden,New York Knicks,Washington Wizards,
1027,20,2025-03-23T02:10:00Z,Golden 1 Center,Sacramento Kings,Milwaukee Bucks,
1028,20,2025-03-23T02:40:00Z,Crypto.com Arena,Los Angeles Lakers,Chicago Bulls,
1029,20,2025-03-23T19:10:00Z,Little Caesars Arena,Detroit Pistons,New Orleans Pelicans,
1030,20,2025-03-23T19:40:00Z,Delta Center,Utah Jazz,Cleveland Cavaliers,
1031,20,2025-03-23T22:10:00Z,State Farm Arena,Atlanta Hawks,Philadelphia 76ers,
1032,20,2025-03-23T22:10:00Z,Kaseya Center,Miami Heat,Charlotte Hornets,
1033,20,2025-03-23T22:10:00Z,Scotiabank Arena,Toronto Raptors,San Antonio Spurs,
1034,20,2025-03-23T22:10:00Z,Moda Center,Portland Trail Blazers,Boston Celtics,
1035,20,2025-03-23T23:10:00Z,Toyota Center,Houston Rockets,Denver Nuggets,
1036,20,2025-03-24T01:10:00Z,Intuit Dome,Los Angeles Clippers,Oklahoma City Thunder,
1037,20,2025-03-24T23:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Minnesota Timberwolves,
1038,20,2025-03-24T23:10:00Z,Kia Center,Orlando Magic,Los Angeles Lakers,
1039,20,2025-03-24T23:10:00Z,Capital One Arena,Washington Wizards,Toronto Raptors,
1040,20,2025-03-24T23:40:00Z,Barclays Center,Brooklyn Nets,Dallas Mavericks,
1041,20,2025-03-25T00:10:00Z,Smoothie King Center,New Orleans Pelicans,Philadelphia 76ers,
1042,20,2025-03-25T01:10:00Z,Ball Arena,Denver Nuggets,Chicago Bulls,
1043,20,2025-03-25T02:10:00Z,Footprint Center,Phoenix Suns,Milwaukee Bucks,
1044,20,2025-03-25T02:10:00Z,Golden 1 Center,Sacramento Kings,Boston Celtics,
1045,20,2025-03-25T23:10:00Z,Spectrum Center,Charlotte Hornets,Orlando Magic,
1046,20,2025-03-25T23:10:00Z,Little Caesars Arena,Detroit Pistons,San Antonio Spurs,
1047,20,2025-03-25T23:40:00Z,Kaseya Center,Miami Heat,Golden State Warriors,
1048,20,2025-03-25T23:40:00Z,Madison Square Garden,New York Knicks,Dallas Mavericks,
1049,20,2025-03-26T00:10:00Z,Toyota Center,Houston Rockets,Atlanta Hawks,
1050,20,2025-03-26T01:10:00Z,Delta Center,Utah Jazz,Memphis Grizzlies,
1051,20,2025-03-26T02:10:00Z,Moda Center,Portland Trail Blazers,Cleveland Cavaliers,
1052,20,2025-03-26T02:10:00Z,Golden 1 Center,Sacramento Kings,Oklahoma City Thunder,
1053,21,2025-03-26T23:10:00Z,Wells Fargo Center,Philadelphia 76ers,Washington Wizards,
1054,21,2025-03-26T23:40:00Z,Barclays Center,Brooklyn Nets,Toronto Raptors,
1055,21,2025-03-26T23:40:00Z,Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,
1056,21,2025-03-26T23:40:00Z,Madison Square Garden,New York Knicks,Los Angeles Clippers,
1057,21,2025-03-27T01:10:00Z,Ball Arena,Denver Nuggets,Milwaukee Bucks,
1058,21,2025-03-27T02:10:00Z,Footprint Center,Phoenix Suns,Boston Celtics,
1059,21,2025-03-27T23:10:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,San Antonio Spurs,
1060,21,2025-03-27T23:10:00Z,Kia Center,Orlando Magic,Dallas Mavericks,
1061,21,2025-03-27T23:10:00Z,Capital One Arena,Washington Wizards,Indiana Pacers,
1062,21,2025-03-27T23:40:00Z,Kaseya Center,Miami Heat,Atlanta Hawks,
1063,21,2025-03-28T00:10:00Z,United Center,Chicago Bulls,Los Angeles Lakers,
1064,21,2025-03-28T00:10:00Z,Paycom Center,Oklahoma City Thunder,Memphis Grizzlies,
1065,21,2025-03-28T01:10:00Z,Delta Center,Utah Jazz,Houston Rockets,
1066,21,2025-03-28T02:10:00Z,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,
1067,21,2025-03-28T23:10:00Z,Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,
1068,21,2025-03-28T23:40:00Z,Barclays Center,Brooklyn Nets,Los Angeles Clippers,
1069,21,2025-03-28T23:40:00Z,Scotiabank Arena,Toronto Raptors,Charlotte Hornets,
1070,21,2025-03-29T00:10:00Z,Fiserv Forum,Milwaukee Bucks,New York Knicks,
1071,21,2025-03-29T00:10:00Z,Target Center,Minnesota Timberwolves,Phoenix Suns,
1072,21,2025-03-29T00:10:00Z,Smoothie King Center,New Orleans Pelicans,Golden State Warriors,
1073,21,2025-03-29T01:10:00Z,Ball Arena,Denver Nuggets,Utah Jazz,
1074,21,2025-03-29T21:10:00Z,Kia Center,Orlando Magic,Sacramento Kings,
1075,21,2025-03-29T23:10:00Z,Capital One Arena,Washington Wizards,Brooklyn Nets,
1076,21,2025-03-29T23:40:00Z,Wells Fargo Center,Philadelphia 76ers,Miami Heat,
1077,21,2025-03-30T00:10:00Z,United Center,Chicago Bulls,Dallas Mavericks,
1078,21,2025-03-30T00:10:00Z,FedExForum,Memphis Grizzlies,Los Angeles Lakers,
1079,21,2025-03-30T00:10:00Z,Paycom Center,Oklahoma City Thunder,Indiana Pacers,
1080,21,2025-03-30T00:10:00Z,Frost Bank Center,San Antonio Spurs,Boston Celtics,
1081,21,2025-03-30T19:40:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Los Angeles Clippers,
1082,21,2025-03-30T22:10:00Z,Madison Square Garden,New York Knicks,Portland Trail Blazers,
1083,21,2025-03-30T23:10:00Z,Fiserv Forum,Milwaukee Bucks,Atlanta Hawks,
1084,21,2025-03-30T23:10:00Z,Target Center,Minnesota Timberwolves,Detroit Pistons,
1085,21,2025-03-30T23:10:00Z,Smoothie King Center,New Orleans Pelicans,Charlotte Hornets,
1086,21,2025-03-30T23:10:00Z,Frost Bank Center,San Antonio Spurs,Golden State Warriors,
1087,21,2025-03-30T23:40:00Z,Wells Fargo Center,Philadelphia 76ers,Toronto Raptors,
1088,21,2025-03-31T01:10:00Z,Footprint Center,Phoenix Suns,Houston Rockets,
1089,21,2025-03-31T23:10:00Z,Spectrum Center,Charlotte Hornets,Utah Jazz,
1090,21,2025-03-31T23:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Sacramento Kings,
1091,21,2025-03-31T23:10:00Z,Kia Center,Orlando Magic,Los Angeles Clippers,
1092,21,2025-03-31T23:10:00Z,Capital One Arena,Washington Wizards,Miami Heat,
1093,21,2025-04-01T00:10:00Z,FedExForum,Memphis Grizzlies,Boston Celtics,
1094,21,2025-04-01T00:10:00Z,Paycom Center,Oklahoma City Thunder,Chicago Bulls,
1095,21,2025-04-01T00:40:00Z,American Airlines Center,Dallas Mavericks,Brooklyn Nets,
1096,21,2025-04-01T02:40:00Z,Crypto.com Arena,Los Angeles Lakers,Houston Rockets,
1097,21,2025-04-01T23:40:00Z,State Farm Arena,Atlanta Hawks,Portland Trail Blazers,
1098,21,2025-04-01T23:40:00Z,Madison Square Garden,New York Knicks,Philadelphia 76ers,
1099,21,2025-04-02T00:10:00Z,United Center,Chicago Bulls,Toronto Raptors,
1100,21,2025-04-02T00:10:00Z,FedExForum,Memphis Grizzlies,Golden State Warriors,
1101,21,2025-04-02T00:10:00Z,Fiserv Forum,Milwaukee Bucks,Phoenix Suns,
1102,21,2025-04-02T02:10:00Z,Ball Arena,Denver Nuggets,Minnesota Timberwolves,
1103,22,2025-04-02T23:10:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New York Knicks,
1104,22,2025-04-02T23:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Charlotte Hornets,
1105,22,2025-04-02T23:10:00Z,Capital One Arena,Washington Wizards,Sacramento Kings,
1106,22,2025-04-02T23:40:00Z,TD Garden,Boston Celtics,Miami Heat,
1107,22,2025-04-03T00:10:00Z,Toyota Center,Houston Rockets,Utah Jazz,
1108,22,2025-04-03T00:10:00Z,Paycom Center,Oklahoma City Thunder,Detroit Pistons,
1109,22,2025-04-03T00:40:00Z,American Airlines Center,Dallas Mavericks,Atlanta Hawks,
1110,22,2025-04-03T01:10:00Z,Ball Arena,Denver Nuggets,San Antonio Spurs,
1111,22,2025-04-03T02:10:00Z,Intuit Dome,Los Angeles Clippers,New Orleans Pelicans,
1112,22,2025-04-03T23:10:00Z,Capital One Arena,Washington Wizards,Orlando Magic,
1113,22,2025-04-03T23:40:00Z,Barclays Center,Brooklyn Nets,Minnesota Timberwolves,
1114,22,2025-04-03T23:40:00Z,Kaseya Center,Miami Heat,Memphis Grizzlies,
1115,22,2025-04-03T23:40:00Z,Wells Fargo Center,Philadelphia 76ers,Milwaukee Bucks,
1116,22,2025-04-03T23:40:00Z,Scotiabank Arena,Toronto Raptors,Portland Trail Blazers,
1117,22,2025-04-04T02:10:00Z,Crypto.com Arena,Los Angeles Lakers,Golden State Warriors,
1118,22,2025-04-04T23:10:00Z,Spectrum Center,Charlotte Hornets,Sacramento Kings,
1119,22,2025-04-04T23:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Utah Jazz,
1120,22,2025-04-04T23:40:00Z,TD Garden,Boston Celtics,Phoenix Suns,
1121,22,2025-04-04T23:40:00Z,Scotiabank Arena,Toronto Raptors,Detroit Pistons,
1122,22,2025-04-05T00:10:00Z,United Center,Chicago Bulls,Portland Trail Blazers,
1123,22,2025-04-05T00:10:00Z,Toyota Center,Houston Rockets,Oklahoma City Thunder,
1124,22,2025-04-05T00:10:00Z,Frost Bank Center,San Antonio Spurs,Cleveland Cavaliers,
1125,22,2025-04-05T02:10:00Z,Chase Center,Golden State Warriors,Denver Nuggets,
1126,22,2025-04-05T02:40:00Z,Crypto.com Arena,Los Angeles Lakers,New Orleans Pelicans,
1127,22,2025-04-05T02:40:00Z,Intuit Dome,Los Angeles Clippers,Dallas Mavericks,
1128,22,2025-04-05T19:10:00Z,State Farm Arena,Atlanta Hawks,New York Knicks,
1129,22,2025-04-05T23:10:00Z,Little Caesars Arena,Detroit Pistons,Memphis Grizzlies,
1130,22,2025-04-05T23:10:00Z,Wells Fargo Center,Philadelphia 76ers,Minnesota Timberwolves,
1131,22,2025-04-06T00:10:00Z,Kaseya Center,Miami Heat,Milwaukee Bucks,
1132,22,2025-04-06T02:40:00Z,Intuit Dome,Los Angeles Clippers,Dallas Mavericks,
1133,22,2025-04-06T17:10:00Z,Spectrum Center,Charlotte Hornets,Chicago Bulls,
1134,22,2025-04-06T19:40:00Z,Barclays Center,Brooklyn Nets,Toronto Raptors,
1135,22,2025-04-06T19:40:00Z,Paycom Center,Oklahoma City Thunder,Los Angeles Lakers,
1136,22,2025-04-06T22:10:00Z,State Farm Arena,Atlanta Hawks,Utah Jazz,
1137,22,2025-04-06T22:10:00Z,TD Garden,Boston Celtics,Washington Wizards,
1138,22,2025-04-06T22:10:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Sacramento Kings,
1139,22,2025-04-06T22:10:00Z,Moda Center,Portland Trail Blazers,San Antonio Spurs,
1140,22,2025-04-06T23:10:00Z,Madison Square Garden,New York Knicks,Phoenix Suns,
1141,22,2025-04-06T23:10:00Z,Smoothie King Center,New Orleans Pelicans,Orlando Magic,
1142,22,2025-04-07T00:10:00Z,Ball Arena,Denver Nuggets,Indiana Pacers,
1143,22,2025-04-07T00:40:00Z,Chase Center,Golden State Warriors,Houston Rockets,
1144,22,2025-04-07T23:10:00Z,Little Caesars Arena,Detroit Pistons,Sacramento Kings,
1145,22,2025-04-07T23:40:00Z,Kaseya Center,Miami Heat,Philadelphia 76ers,
1146,22,2025-04-08T23:10:00Z,Spectrum Center,Charlotte Hornets,Memphis Grizzlies,
1147,22,2025-04-08T23:10:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Chicago Bulls,
1148,22,2025-04-08T23:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Washington Wizards,
1149,22,2025-04-08T23:10:00Z,Kia Center,Orlando Magic,Atlanta Hawks,
1150,22,2025-04-08T23:40:00Z,Barclays Center,Brooklyn Nets,New Orleans Pelicans,
1151,22,2025-04-08T23:40:00Z,Madison Square Garden,New York Knicks,Boston Celtics,
1152,22,2025-04-09T00:10:00Z,Fiserv Forum,Milwaukee Bucks,Minnesota Timberwolves,
1153,22,2025-04-09T00:10:00Z,Paycom Center,Oklahoma City Thunder,Los Angeles Lakers,
1154,22,2025-04-09T02:10:00Z,Footprint Center,Phoenix Suns,Golden State Warriors,
1155,22,2025-04-09T02:40:00Z,Intuit Dome,Los Angeles Clippers,San Antonio Spurs,
1156,23,2025-04-09T23:10:00Z,Kia Center,Orlando Magic,Boston Celtics,
1157,23,2025-04-09T23:10:00Z,Capital One Arena,Washington Wizards,Philadelphia 76ers,
1158,23,2025-04-09T23:40:00Z,Scotiabank Arena,Toronto Raptors,Charlotte Hornets,
1159,23,2025-04-09T23:40:00Z,American Airlines Center,Dallas Mavericks,Los Angeles Lakers,
1160,23,2025-04-10T00:10:00Z,United Center,Chicago Bulls,Miami Heat,
1161,23,2025-04-10T00:10:00Z,Fiserv Forum,Milwaukee Bucks,New Orleans Pelicans,
1162,23,2025-04-10T01:10:00Z,Delta Center,Utah Jazz,Portland Trail Blazers,
1163,23,2025-04-10T02:10:00Z,Chase Center,Golden State Warriors,San Antonio Spurs,
1164,23,2025-04-10T02:10:00Z,Footprint Center,Phoenix Suns,Oklahoma City Thunder,
1165,23,2025-04-10T02:10:00Z,Golden 1 Center,Sacramento Kings,Denver Nuggets,
1166,23,2025-04-10T02:40:00Z,Intuit Dome,Los Angeles Clippers,Houston Rockets,
1167,23,2025-04-10T23:10:00Z,Little Caesars Arena,Detroit Pistons,New York Knicks,
1168,23,2025-04-10T23:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Cleveland Cavaliers,
1169,23,2025-04-10T23:40:00Z,Barclays Center,Brooklyn Nets,Atlanta Hawks,
1170,23,2025-04-11T01:40:00Z,FedExForum,Memphis Grizzlies,Minnesota Timberwolves,
1171,23,2025-04-11T23:10:00Z,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,
1172,23,2025-04-11T23:10:00Z,Gainbridge Fieldhouse,Indiana Pacers,Orlando Magic,
1173,23,2025-04-11T23:10:00Z,Wells Fargo Center,Philadelphia 76ers,Atlanta Hawks,
1174,23,2025-04-11T23:40:00Z,TD Garden,Boston Celtics,Charlotte Hornets,
1175,23,2025-04-11T23:40:00Z,Madison Square Garden,New York Knicks,Cleveland Cavaliers,
1176,23,2025-04-12T00:10:00Z,United Center,Chicago Bulls,Washington Wizards,
1177,23,2025-04-12T00:10:00Z,Smoothie King Center,New Orleans Pelicans,Miami Heat,
1178,23,2025-04-12T00:40:00Z,American Airlines Center,Dallas Mavericks,Toronto Raptors,
1179,23,2025-04-12T01:10:00Z,Target Center,Minnesota Timberwolves,Brooklyn Nets,
1180,23,2025-04-12T01:10:00Z,Ball Arena,Denver Nuggets,Memphis Grizzlies,
1181,23,2025-04-12T01:40:00Z,Delta Center,Utah Jazz,Oklahoma City Thunder,
1182,23,2025-04-12T02:10:00Z,Footprint Center,Phoenix Suns,San Antonio Spurs,
1183,23,2025-04-12T02:10:00Z,Moda Center,Portland Trail Blazers,Golden State Warriors,
1184,23,2025-04-12T02:10:00Z,Golden 1 Center,Sacramento Kings,Los Angeles Clippers,
1185,23,2025-04-12T02:40:00Z,Crypto.com Arena,Los Angeles Lakers,Houston Rockets,
1186,23,2025-04-13T17:10:00Z,State Farm Arena,Atlanta Hawks,Orlando Magic,
1187,23,2025-04-13T17:10:00Z,TD Garden,Boston Celtics,Charlotte Hornets,
1188,23,2025-04-13T17:10:00Z,Barclays Center,Brooklyn Nets,New York Knicks,
1189,23,2025-04-13T17:10:00Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Indiana Pacers,
1190,23,2025-04-13T17:10:00Z,Kaseya Center,Miami Heat,Washington Wizards,
1191,23,2025-04-13T17:10:00Z,Wells Fargo Center,Philadelphia 76ers,Chicago Bulls,
1192,23,2025-04-13T17:10:00Z,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,
1193,23,2025-04-13T19:40:00Z,Toyota Center,Houston Rockets,Denver Nuggets,
1194,23,2025-04-13T19:40:00Z,FedExForum,Memphis Grizzlies,Dallas Mavericks,
1195,23,2025-04-13T19:40:00Z,Target Center,Minnesota Timberwolves,Utah Jazz,
1196,23,2025-04-13T19:40:00Z,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,
1197,23,2025-04-13T19:40:00Z,Frost Bank Center,San Antonio Spurs,Toronto Raptors,
1198,23,2025-04-13T19:40:00Z,Chase Center,Golden State Warriors,Los Angeles Clippers,
1199,23,2025-04-13T19:40:00Z,Moda Center,Portland Trail Blazers,Los Angeles Lakers,
1200,23,2025-04-13T19:40:00Z,Golden 1 Center,Sacramento Kings,Phoenix Suns,
